# domain	code	models	message
H	0700200000020019	-	AMS A slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0700200000020020	-	AMS A slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0700200000020021	-	AMS A slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0700200000020022	-	AMS A slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0700200000020023	-	AMS A slot 1 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0700200000020024	-	AMS A slot 1 failed to rotate the filament spool when pulling filament back to AMS.
H	0700200000020025	-	AMS A slot 1 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0700200000020057	-	The RFID-tag on AMS A Slot 1 cannot be identified.
H	0700200000030001	-	AMS A Slot 1 filament has run out. Please wait while old filament is purged.
H	0700200000030002	-	AMS A Slot 1 filament has run out and automatically switched to the slot with the same filament.
H	0700210000010081	-	Failed to read the filament information from AMS A slot 2. The AMS main board may be malfunctioning.
H	0700210000010082	-	Failed to read the filament information from AMS A slot 2. A third party RFID tag was detected.
H	0700210000010083	-	Failed to read the filament information from AMS A slot 2. The RFID tag may be damaged.
H	0700210000010084	-	Failed to read the filament information from AMS A slot 2. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0700210000010085	-	Failed to read the filament information from AMS A slot 2. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0700210000010086	-	Failed to read the filament information from AMS A slot 2. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0700210000020001	-	AMS A Slot 2 filament has run out. Please insert a new filament.
H	0700210000020002	-	AMS A Slot 2 is empty; please insert a new filament.
H	0700210000020003	-	AMS A Slot 2's filament may be broken in AMS.
H	0700210000020004	-	AMS A Slot 2 filament may be broken in the tool head.
H	0700210000020005	-	AMS A Slot 2 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0700210000020006	-	AMS A has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0700210000020007	-	AMS A Slot 2 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0700210000020008	-	AMS A Slot 2 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0700210000020009	-	Failed to extrude AMS A Slot 2 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070021000002000A	-	Failed to adjust the filament position of AMS A Slot 2. The filament or buffer may be stuck.
H	0700210000020010	-	AMS A slot 2 feeds filament out of AMS timeout.
H	0700210000020011	-	AMS A slot 2 pulls filament back to AMS timeout.
H	0700210000020012	-	AMS A slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	0700210000020013	-	AMS A slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0700210000020014	-	AMS A slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0700210000020015	-	AMS A slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0700210000020016	-	AMS A slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0700210000020017	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0700210000020018	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0700210000020019	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0700210000020020	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0700210000020021	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0700210000020022	-	AMS A slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0700210000020023	-	AMS A slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0700210000020024	-	AMS A slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	0700210000020025	-	AMS A slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0700210000020057	-	The RFID-tag on AMS A Slot 2 cannot be identified.
H	0700210000030001	-	AMS A Slot 2 filament has run out. Please wait while old filament is purged.
H	0700210000030002	-	AMS A Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	0700220000010081	-	Failed to read the filament information from AMS A slot 3. The AMS main board may be malfunctioning.
H	0700220000010082	-	Failed to read the filament information from AMS A slot 3. A third party RFID tag was detected.
H	0700220000010083	-	Failed to read the filament information from AMS A slot 3. The RFID tag may be damaged.
H	0700220000010084	-	Failed to read the filament information from AMS A slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0700220000010085	-	Failed to read the filament information from AMS A slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0700220000010086	-	Failed to read the filament information from AMS A slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0700220000020001	-	AMS A Slot 3 filament has run out. Please insert a new filament.
H	0700220000020002	-	AMS A Slot 3 is empty; please insert a new filament.
H	0700220000020003	-	AMS A Slot 3's filament may be broken in AMS.
H	0700220000020004	-	AMS A Slot 3 filament may be broken in the tool head.
H	0700220000020005	-	AMS A Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0700220000020006	-	AMS A has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0700220000020007	-	AMS A Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0700220000020008	-	AMS A Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0700220000020009	-	Failed to extrude AMS A Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070022000002000A	-	Failed to adjust the filament position of AMS A Slot 3. The filament or buffer may be stuck.
H	0700220000020010	-	AMS A slot 3 feeds filament out of AMS timeout.
H	0700220000020011	-	AMS A slot 3 pulls filament back to AMS timeout.
H	0700220000020012	-	AMS A slot 3 feeder unit motor is stalled, cannot rotate the spool.
H	0700220000020013	-	AMS A slot 3 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0700220000020014	-	AMS A slot 3 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0700220000020015	-	AMS A slot 3 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0700220000020016	-	AMS A slot 3 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0700220000020017	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0700220000020018	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0700220000020019	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0700220000020020	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0700220000020021	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0700220000020022	-	AMS A slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0700220000020023	-	AMS A slot 3 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0700220000020024	-	AMS A slot 3 failed to rotate the filament spool when pulling filament back to AMS.
H	0700220000020025	-	AMS A slot 3 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0700220000020057	-	The RFID-tag on AMS A Slot 3 cannot be identified.
H	0700220000030001	-	AMS A Slot 3 filament has run out. Please wait while old filament is purged.
H	0700220000030002	-	AMS A Slot 3 filament has run out and automatically switched to the slot with the same filament.
H	0700230000010081	-	Failed to read the filament information from AMS A slot 4. The AMS main board may be malfunctioning.
H	0700230000010082	-	Failed to read the filament information from AMS A slot 4. A third party RFID tag was detected.
H	0700230000010083	-	Failed to read the filament information from AMS A slot 4. The RFID tag may be damaged.
H	0700230000010084	-	Failed to read the filament information from AMS A slot 4. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0700230000010085	-	Failed to read the filament information from AMS A slot 4. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0700230000010086	-	Failed to read the filament information from AMS A slot 4. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0700230000020001	-	AMS A Slot 4 filament has run out. Please insert a new filament.
H	0700230000020002	-	AMS A Slot 4 is empty; please insert a new filament.
H	0700230000020003	-	AMS A Slot 4's filament may be broken in AMS.
H	0700230000020004	-	AMS A Slot 4 filament may be broken in the tool head.
H	0700230000020005	-	AMS A Slot 4 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0700230000020006	-	AMS A has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0700230000020007	-	AMS A Slot 4 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0700230000020008	-	AMS A Slot 4 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0700230000020009	-	Failed to extrude AMS A Slot 4 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070023000002000A	-	Failed to adjust the filament position of AMS A Slot 4. The filament or buffer may be stuck.
H	0700230000020010	-	AMS A slot 4 feeds filament out of AMS timeout.
H	0700230000020011	-	AMS A slot 4 pulls filament back to AMS timeout.
H	0700230000020012	-	AMS A slot 4 feeder unit motor is stalled, cannot rotate the spool.
H	0700230000020013	-	AMS A slot 4 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0700230000020014	-	AMS A slot 4 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0700230000020015	-	AMS A slot 4 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0700230000020016	-	AMS A slot 4 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0700230000020017	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0700230000020018	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0700230000020019	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0700230000020020	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0700230000020021	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0700230000020022	-	AMS A slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0700230000020023	-	AMS A slot 4 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0700230000020024	-	AMS A slot 4 failed to rotate the filament spool when pulling filament back to AMS.
H	0700230000020025	-	AMS A slot 4 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0700230000020057	-	The RFID-tag on AMS A Slot 4 cannot be identified.
H	0700230000030001	-	AMS A Slot 4 filament has run out. Please wait while old filament is purged.
H	0700230000030002	-	AMS A Slot 4 filament has run out and automatically switched to the slot with the same filament.
H	0700250000020001	-	AMS A uses printer power for drying during loading/printing. For better drying performance, please connect a power adapter.
H	0700300000010001	-	The AMS A RFID 1 board has an error.
H	0700300000010004	-	Encryption chip failure
H	0700300000020002	-	The RFID-tag on AMS A Slot1 is damaged, or its content cannot be identified.
H	0700300000030003	-	RFID cannot be read because of a hardware or structural error.
H	0700310000010001	-	The AMS A RFID 2 board has an error.
H	0700310000010004	-	Encryption chip failure
H	0700310000020002	-	The RFID-tag on AMS A Slot2 is damaged, or its content cannot be identified.
H	0700310000030003	-	RFID cannot be read because of a hardware or structural error.
H	0700320000020002	-	The RFID-tag on AMS A Slot3 is damaged, or its content cannot be identified.
H	0700330000020002	-	The RFID-tag on AMS A Slot4 is damaged, or its content cannot be identified.
H	0700350000010001	-	The temperature and humidity sensor has an error. The chip may be faulty.
H	0700350000010002	-	AMS A The humidity sensor is disconnected, which may be due to poor connector contact.
H	0700400000020001	-	AMS A Filament buffer position signal lost: the cable or position sensor may be malfunctioning.
H	0700400000020002	-	Filament buffer position signal error: the position sensor may be malfunctioning.
H	0700400000020003	-	The AMS Hub communication is abnormal; the cable may be not well connected.
H	0700400000020004	-	The filament buffer signal is abnormal; the spring may be stuck, or the filament may be tangled.
H	0700450000020001	-	The filament cutter sensor is malfunctioning; please check whether the connector is properly plugged in.
H	0700450000020002	-	The filament cutter's cutting distance is too large. The XY motor may lose steps.
H	0700450000020003	-	The filament cutter handle has not been released. The handle or blade may be jammed, or there could be an issue with the filament sensor connection.
H	0700500000020001	-	AMS A communication is abnormal; please check the connection cable.
H	0700500000020002	-	AMS used for the current print is disconnected. Check the connection. Printing will resume automatically after reconnection.
H	0700510000030001	-	The AMS is disabled; please load filament from the spool holder.
H	0700520000030001	-	Abnormal number or type of connected AMS units detected. Please refer to the Wiki for supported AMS combinations and adjust the current connection.
H	0700550000010002	-	The PTFE tube is incorrectly connected between the toolhead and the buffer. Please connect the buffer's top to the right extruder and the bottom to the left extruder.
H	0700550000010003	-	AMS A was detected offline during the AMS initialization process.
H	0700550000010004	-	The binding between AMS A and the extruder is incorrect. Please run the AMS Setup.
H	0700550000020001	-	A new AMS detected. Please set it up to check which extruder the AMS is connected to.
H	0700560000030001	-	AMS A is undergoing dry cooling; please wait for it to cool down before operating.
H	0700600000020001	-	The AMS A Slot 1 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0700610000020001	-	The AMS A Slot 2 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0700620000020001	-	The AMS A Slot 3 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0700630000020001	-	The AMS A Slot 4 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0700700000020001	A1,A1MINI,P2S,H2S,H2D	Failed to pull out the AMS A Slot 1 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0700700000020001	-	Failed to pull out the filament from the extruder. Possible causes: clogged extruder or broken filament.
H	0700700000020002	P2S,H2S,H2D	Failed to feed the AMS A Slot 1 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0700700000020002	-	Failed to feed the filament into the toolhead. Possible cause: filament or spool stuck.
H	0700700000020003	-	Failed to extrude the filament. Possible cause: extruder or nozzle clog.
H	0700700000020004	-	Failed to pull back the filament from the toolhead to AMS. Possible cause: filament or spool stuck.
H	0700700000020004	A1,A1MINI,P2S,H2S,H2D	Failed to pull back the AMS A Slot 1 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0700700000020005	-	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck.
H	0700700000020005	A1,A1MINI,P2S,H2S,H2D	Failed to feed the AMS A Slot 1 filament. Please trim the end of the filament and check if the spool is stuck.
H	0700700000020006	-	Timeout purging old filament. Possible cause: filament stuck or the extruder/nozzle clog.
H	0700700000020007	-	AMS filament ran out. Please put a new filament into the same slot in AMS and resume.
H	0700700000020008	-	Failed to get AMS mapping table; please select 'Resume' to retry.
H	0700710000020001	-	Failed to pull out the AMS A Slot 2 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0700710000020002	-	Failed to feed the AMS A Slot 2 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0700710000020004	-	Failed to pull back the AMS A Slot 2 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0700710000020005	-	Failed to feed the AMS A Slot 2 filament. Please trim the end of the filament and check if the spool is stuck.
H	0700720000020001	-	Failed to pull out the AMS A Slot 3 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0700720000020002	-	Failed to feed the AMS A Slot 3 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0700720000020004	-	Failed to pull back the AMS A Slot 3 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0700720000020005	-	Failed to feed the AMS A Slot 3 filament. Please trim the end of the filament and check if the spool is stuck.
H	0700730000020001	-	Failed to pull out the AMS A Slot 4 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0700730000020002	-	Failed to feed the AMS A Slot 4 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0700730000020004	-	Failed to pull back the AMS A Slot 4 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0700730000020005	-	Failed to feed the AMS A Slot 4 filament. Please trim the end of the filament and check if the spool is stuck.
H	0700800000010001	-	AMS A The current sensor of heater 1 is abnormal.
H	0700800000010002	-	AMS A The heater 1 is disconnected, which may be due to poor connector contact.
H	0700800000010003	-	AMS A The heater 1 is short-circuited, which may be due to a wiring short or heater damage.
H	0700800000010004	-	AMS A The heater 1 is heating abnormally.
H	0700810000010001	-	AMS A The current sensor of heater 2 is abnormal.
H	0700810000010002	-	AMS A The heater 2 is disconnected, which may be due to poor connector contact.
H	0700810000010003	-	AMS A The heater 2 is short-circuited, which may be due to a wiring short or heater damage.
H	0700810000010004	-	AMS A The heater 2 is heating abnormally.
H	0700900000010002	-	AMS A The coil resistance of exhaust valve 1 is abnormal, which may be due to abnormal wiring or damage.
H	0700900000010003	-	AMS A The exhaust valve 1 is not connected, which may be due to poor connector contact.
H	0700900000010004	-	The current sensor of AMS A exhaust valve 1 is abnormal; please get in touch with customer support to replace the AMS mainboard.
H	0700900000020001	-	AMS A The operation of the exhaust valve 1 is abnormal, which may be due to excessive resistance.
H	0700910000010002	-	AMS A The coil resistance of exhaust valve 2 is abnormal, which may be due to abnormal wiring or damage.
H	0700910000010003	-	AMS A The exhaust valve 2 is not connected, which may be due to poor connector contact.
H	0700910000010004	-	The current sensor of AMS A exhaust valve 2 is abnormal; please get in touch with customer support to replace the AMS mainboard.
H	0700910000020001	-	AMS A The operation of the exhaust valve 2 is abnormal, which may be due to excessive resistance.
H	0700920000010001	-	AMS A The cooling fan of heater 1 is blocked, which may be due to the fan being stuck.
H	0700920000020002	-	AMS A The cooling fan speed of heater 1 is too low, which could be due to excessive fan resistance.
H	0700920000020003	-	The AMS A heater 1 cooling fan cannot start because the power adapter is not connected.
H	0700930000010001	-	AMS A The cooling fan of heater 2 is blocked, which may be due to the fan being stuck.
H	0700930000020002	-	AMS A The cooling fan speed of heater 2 is too low, which could be due to excessive fan resistance.
H	0700930000020003	-	The AMS A heater 2 cooling fan cannot start because the power adapter is not connected.
H	0700940000010001	-	AMS A The temperature sensor of heater 1 is malfunctioning, which may be due to poor connector contact.
H	0700940000010002	-	Temperature sensor 1 on the AMS A heater has malfunctioned, resulting in abnormal temperature readings.
H	0700950000010001	-	AMS A The temperature sensor of heater 2 is malfunctioning, which may be due to poor connector contact.
H	0700950000010002	-	Temperature sensor 2 on the AMS A heater has malfunctioned, resulting in abnormal temperature readings.
H	0700960000010001	-	AMS A The drying process may experience thermal runaway. Please turn off the AMS power supply.
H	0700960000010003	-	AMS A Unable to start drying; please pull out the filament from filament hub and try again.
H	0700960000020002	-	AMS A Environmental temperature is too low, which will affect the drying capability.
H	0700960000020004	-	AMS A The temperature control error is too large, which may be due to the lid being open or an abnormality with the heater.
H	0700970000030001	-	AMS A chamber temperature is too high; auxiliary feeding or RFID reading is currently not allowed.
H	0700980000020001	-	AMS A The power adapter voltage is too low, which may result in insufficient drying temperature. Please replace the power adapter.
H	0700980000020002	-	AMS A The power adapter voltage is too high, which may damage the heater circuit. Please replace the power adapter.
H	0701010000010001	-	The AMS B assist motor has slipped. The extrusion wheel may be worn down, or the filament may be too thin.
H	0701010000010003	-	The AMS B assist motor torque control is malfunctioning. The current sensor may be faulty.
H	0701010000010004	-	The AMS B assist motor speed control is malfunctioning. The speed sensor may be faulty.
H	0701010000010005	-	AMS B The current sensor of assist motor may be faulty.
H	0701010000010011	-	AMS B The assist motor calibration parameter error. Please pull out the filament from the filament hub and then restart the AMS.
H	0701010000020002	-	The AMS B assist motor is overloaded. The filament may be tangled or stuck.
H	0701010000020006	-	AMS B The assist motor three-phase wires are not connected. The assist motor connector may have poor contact.
H	0701010000020007	-	AMS B The assist motor encoder wires are not connected. The assist motor connector may have poor contact.
H	0701010000020008	-	AMS B The assist motor phase winding has an open circuit. The assist motor may be faulty.
H	0701010000020009	-	AMS B The assist motor has unbalanced tree-phase resistaance. The assist motor may be faulty.
H	0701010000020010	-	AMS B The assist motor resistance is abnormal. The assist motor may be faulty.
H	0701010000020011	-	AMS B The motor assist parameter is lost. Please pull out the filament from the filament hub and then restart the AMS.
H	0701020000010001	-	AMS B Filament speed and length error: The filament odometry may be faulty.
H	0701020000020002	-	AMS B The odometer has no signal. The odometer connector may have poor contact.
H	0701100000010001	-	The AMS B slot 1 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0701100000010003	-	The AMS B slot 1 motor torque control is malfunctioning. The current sensor may be faulty.
H	0701100000020002	-	The AMS B slot 1 motor is overloaded. The filament may be tangled or stuck.
H	0701100000020004	-	AMS B The brushed motor 1 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701110000010001	-	The AMS B slot 2 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0701110000010003	-	The AMS B slot 2 motor torque control is malfunctioning. The current sensor may be faulty.
H	0701110000020002	-	The AMS B slot 2 motor is overloaded. The filament may be tangled or stuck.
H	0701110000020004	-	AMS B The brushed motor 2 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701120000010001	-	The AMS B slot 3 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0701120000010003	-	The AMS B slot 3 motor torque control is malfunctioning. The current sensor may be faulty.
H	0701120000020002	-	The AMS B slot 3 motor is overloaded. The filament may be tangled or stuck.
H	0701120000020004	-	AMS B The brushed motor 3 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701130000010001	-	The AMS B slot 4 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0701130000010003	-	The AMS B slot 4 motor torque control is malfunctioning. The current sensor may be faulty.
H	0701130000020002	-	The AMS B slot 4 motor is overloaded. The filament may be tangled or stuck.
H	0701130000020004	-	AMS B The brushed motor 4 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701200000010081	-	Failed to read the filament information from AMS B slot 1. The AMS main board may be malfunctioning.
H	0701200000010082	-	Failed to read the filament information from AMS B slot 1. A third party RFID tag was detected.
H	0701200000010083	-	Failed to read the filament information from AMS B slot 1. The RFID tag may be damaged.
H	0701200000010084	-	Failed to read the filament information from AMS B slot 1. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0701200000010085	-	Failed to read the filament information from AMS B slot 1. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0701200000010086	-	Failed to read the filament information from AMS B slot 1. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0701200000020001	-	AMS B Slot 1 filament has run out. Please insert a new filament.
H	0701200000020002	-	AMS B Slot 1 is empty; please insert a new filament.
H	0701200000020003	-	AMS B Slot 1's filament may be broken in AMS.
H	0701200000020004	-	AMS B Slot 1 filament may be broken in the tool head.
H	0701200000020005	-	AMS B Slot 1 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0701200000020006	-	AMS B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0701200000020007	-	AMS B Slot 1 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0701200000020008	-	AMS B Slot 1 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0701200000020009	-	Failed to extrude AMS B Slot 1 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070120000002000A	-	Failed to adjust the filament position of AMS B Slot 1. The filament or buffer may be stuck.
H	0701200000020010	-	AMS B slot 1 feeds filament out of AMS timeout.
H	0701200000020011	-	AMS B slot 1 pulls filament back to AMS timeout.
H	0701200000020012	-	AMS B slot 1 feeder unit motor is stalled, cannot rotate the spool.
H	0701200000020013	-	AMS B slot 1 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701200000020014	-	AMS B slot 1 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0701200000020015	-	AMS B slot 1 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0701200000020016	-	AMS B slot 1 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0701200000020017	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0701200000020018	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0701200000020019	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0701200000020020	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0701200000020021	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0701200000020022	-	AMS B slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0701200000020023	-	AMS B slot 1 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0701200000020024	-	AMS B slot 1 failed to rotate the filament spool when pulling filament back to AMS.
H	0701200000020025	-	AMS B slot 1 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0701200000020057	-	The RFID-tag on AMS B Slot 1 cannot be identified.
H	0701200000030001	-	AMS B Slot 1 filament has run out. Please wait while old filament is purged.
H	0701200000030002	-	AMS B Slot 1 filament has run out and automatically switched to the slot with the same filament.
H	0701210000010081	-	Failed to read the filament information from AMS B slot 2. The AMS main board may be malfunctioning.
H	0701210000010082	-	Failed to read the filament information from AMS B slot 2. A third party RFID tag was detected.
H	0701210000010083	-	Failed to read the filament information from AMS B slot 2. The RFID tag may be damaged.
H	0701210000010084	-	Failed to read the filament information from AMS B slot 2. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0701210000010085	-	Failed to read the filament information from AMS B slot 2. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0701210000010086	-	Failed to read the filament information from AMS B slot 2. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0701210000020001	-	AMS B Slot 2 filament has run out. Please insert a new filament.
H	0701210000020002	-	AMS B Slot 2 is empty; please insert a new filament.
H	0701210000020003	-	AMS B Slot 2's filament may be broken in AMS.
H	0701210000020004	-	AMS B Slot 2 filament may be broken in the tool head.
H	0701210000020005	-	AMS B Slot 2 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0701210000020006	-	AMS B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0701210000020007	-	AMS B Slot 2 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0701210000020008	-	AMS B Slot 2 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0701210000020009	-	Failed to extrude AMS B Slot 2 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070121000002000A	-	Failed to adjust the filament position of AMS B Slot 2. The filament or buffer may be stuck.
H	0701210000020010	-	AMS B slot 2 feeds filament out of AMS timeout.
